Latitude,Longitude,Change in first bloom date
38.89,-79.86,-7.819444444
37.32,-79.21,-6.675
39.4,-77.98,-8.675
39.65,-79.92,-9.325
36.9,-76.19,-11.85
39.87,-75.23,-9.725
37.51,-77.32,-8.95
37.32,-79.97,-10.175
38.85,-77.03,-11.95
34.19,-79.73,-5.6
34.27,-77.9,-5.375
36.94,-76.29,-8.257142857
34.9,-76.88,-5.35
36.82,-76.03,-10.31944444
39.67,-75.61,-8.15
32.78,-79.92,-3.4
38.52,-89.85,-14.57142857
32.33,-88.75,-3
38.38,-81.59,-7.25
39.28,-81.56,-5.266666667
31.54,-82.51,-2.3
33.59,-85.85,-5.15
35.6,-82.56,-10.525
33.95,-83.33,-11.875
33.63,-84.44,-10.65
33.57,-86.75,-5.125
36.48,-82.4,-9.125
31.15,-81.39,-2.95
32.9,-80.04,-5.25
35.22,-80.95,-9.725
35.03,-85.2,-11.925
33.95,-81.12,-7.15
30.48,-81.7,1.125
35.82,-83.99,-6
35.06,-89.99,-6.525
30.68,-88.24,0.95
32.3,-86.41,-3.625
34.74,-87.6,-8.15
36.11,-86.69,-10.175
30.48,-87.19,-0.775
32.52,-92.03,0.075
32.45,-93.84,-1.4
30.32,-97.76,-2.525
31.62,-97.23,3.55
32.84,-96.84,-2.6
32.41,-99.68,1.15
34.73,-92.24,-1.325
35.33,-94.37,-6.275
33.98,-98.49,0.25
35.39,-97.6,-9.525
36.2,-95.88,-8.9
36.74,-97.1,-9.9
30.54,-91.15,0.65
36.3,-99.77,-11.125
30.2,-91.99,-0.875
33.46,-93.99,0.65
33.5,-90.09,-2.325
37.16,-98.03,-3.25
37.67,-95.48,-12.175
37.76,-99.97,-11.975
37.15,-94.5,-10.175
39.13,-94.59,-11.5
38.75,-90.37,-10.9
37.24,-93.4,-11.7
39.07,-95.63,-12.775
44.32,-69.8,-2.15
44.8,-68.82,-2.25
46.87,-68.02,-5.9
46.12,-67.79,-1.45
40.78,-73.88,-8.05
42.95,-78.74,-0.35
40.68,-74.17,-7.975
42.75,-73.8,-3.775
40.65,-75.45,-7.75
42.36,-71.01,-2.225
41.94,-72.68,-5.5
44.47,-73.15,-4.925
43.21,-71.5,-3.225
43.34,-73.61,0.85
41.74,-72.65,-6.4
44.27,-71.3,-7.05
43.64,-70.3,-4.75
41.72,-71.43,-6.3
43.12,-77.68,-1.25
43.11,-76.1,-0.75
41.33,-75.72,-6.930555556
41.24,-76.92,-3.325
42.61,-82.82,0.685714286
40.31,-88.16,-2.575
44.27,-85.4,-0.2
41.41,-81.86,-3.825
39.99,-82.88,-6.575
42.41,-83.01,-1.4
41.01,-83.67,-6.725
42.97,-83.75,-4.325
40.97,-85.21,-3.325
43.98,-84.49,0.525
42.26,-84.46,-1.35
43.14,-89.35,-0.775
46.55,-87.38,6.225
42.96,-87.9,-3.425
43.17,-86.24,-3.2
45.56,-84.79,-2.125
40.67,-89.68,-6.8
43.53,-84.08,-3.2
41.45,-82.72,-1.1
46.48,-84.36,-4.825
41.71,-86.32,-1.125
44.74,-85.57,-1.75
41.25,-80.67,-5.825
42.08,-80.18,-4.25
40.92,-81.44,-9.3
44.93,-89.63,-1.75
44.5,-88.11,-2.95
45.87,-95.39,-3.1
46.84,-92.21,-3.825
46.92,-96.81,-0.175
47.94,-97.18,2.45
48.56,-93.4,1.85
46.93,-98.67,2.1
43.88,-91.25,-4.55
44.89,-93.23,-2.225
41.45,-90.52,-4.875
48.97,-97.24,4.761904762
43.9,-92.49,-0.7
45.54,-94.05,-0.425
45.46,-98.41,-1.925
41.53,-93.65,-7.425
40.96,-98.31,-8.925
44.38,-98.22,-1.275
43.15,-93.33,-1.075
41.98,-97.43,-7.075
41.31,-95.9,-8.35
42.39,-96.38,-5
43.59,-96.73,-3.625
44.9,-97.15,-1.15
41.1,-92.44,-4.8
44.87,-91.49,-0.7
44.55,-95.08,-2.8
45.77,-92.69,-1.2
34.43,-100.28,-2.45
33.31,-104.51,-3.45
31.94,-102.19,-0.275
31.37,-100.49,1.55
31.78,-103.2,2.566666667
33.65,-101.81,-8.575
31.81,-106.38,-5.425
35.23,-101.71,-11.875
35.04,-106.62,-8.875
36.45,-103.15,-14.475
35.66,-105.14,-10.825
37.44,-105.86,-8.375
39.76,-104.87,-6.175
39.37,-101.7,-11.15
39.13,-108.54,-7.325
38.05,-103.51,-13.875
37.26,-104.33,-11.35714286
33.81,-118.15,-7.347222222
39.3,-114.85,-7.8
35.43,-119.06,-5.45
37.37,-118.36,-10.25
33.62,-114.71,-2.425
32.13,-110.96,-7.775
34.85,-116.79,-4.75
36.07,-115.16,-18.025
38.37,-110.72,-10.54285714
33.94,-118.39,-5.5
34.77,-114.62,-8.875
33.43,-112,-11.425
34.65,-112.42,-13.5
39.51,-119.77,-23.775
32.73,-117.18,-4.05
34.42,-119.84,-4.3
35.03,-110.72,-11.05
38.51,-121.5,-8.5
36.66,-121.61,-9.357142857
37.62,-122.37,-11.91428571
37.89,-121.23,-9.9
37.63,-120.96,-7.958333333
38.56,-121.42,-10.55
37.77,-122.43,-7.5
34.89,-120.45,-8.3
46.77,-100.76,-1.2
46.8,-102.8,0.275
48.25,-101.27,-3.95
40.17,-103.21,-10.475
41.15,-104.81,-5.1
40.52,-101.03,-5.19047619
42.82,-108.73,-1.1
41.32,-105.67,0.45
41.12,-100.67,-9.025
44.38,-100.29,-1.6
41.59,-109.05,-1.6
41.87,-103.6,-9.55
44.76,-106.97,-1.975
42.86,-100.55,-9.075
45.81,-108.55,-8.075
47.05,-109.46,-4.675
46.43,-105.88,-3.55
41.81,-107.2,-1.625
42.9,-106.47,1.475
44.05,-103.05,0.85
40.82,-115.79,-12.25
40.77,-111.97,-12.925
40.9,-117.81,-10.45
44.84,-117.81,-6
43.57,-116.24,-13.2
45.79,-111.16,-4.35
42.55,-113.77,-7.175
45.96,-112.5,-5.45
48.6,-112.38,-3.925
47.31,-119.52,-4
47.47,-111.38,-2.45
46.6,-111.99,-10.75
43.52,-112.07,-3.775
46.37,-117.02,-10.3
45.7,-110.44,-6.8
46.92,-114.09,-5.95
45.69,-118.85,-2.75
42.92,-112.57,-5.125
47.62,-117.53,-7.425
46.09,-118.29,-4.85
40.07,-118.57,-1.95
40.81,-124.16,-3.35
40.15,-122.25,-11.425
48.8,-122.54,-15.975
45.62,-121.17,-9
44.13,-123.22,-9.8
42.38,-122.88,-13.8
46.97,-122.91,-8.55
45.6,-122.61,-14.125
44.26,-121.14,-8.875
44.91,-123,-13.675
47.44,-122.31,-22.05
42.6,-123.37,-14.1
46.56,-120.54,-10.225
43.41,-124.24,-10.05
39.23,-106.32,0.625
39.27,-103.67,-3.025
32.33,-104.26,3.4
38.81,-104.69,-12.85
36.03,-102.55,-9.975
35.07,-108.84,-8.225
32.69,-117.21,-4.575
37.71,-113.1,-5.975
34.02,-118.29,-4.1
34.23,-111.34,-12
36.78,-119.72,-13.375
35.67,-120.63,-9.525
35.07,-77.05,-5.125
38.34,-75.51,-8.575
39.17,-76.68,-9
30.4,-84.33,0
36.96,-86.42,-12.725
39.04,-84.67,-9.875
39.91,-84.22,-8.1
38.05,-87.51,-9.525
39.71,-86.28,-8.275
38.03,-84.61,-12.05
38.18,-85.73,-13.625
39.85,-89.68,-7.675
39.95,-81.89,-6.842857143
30.23,-81.67,-2.2
32.52,-84.94,-5.475
34.5,-82.71,-8.15
31.18,-90.47,-1.75
34.99,-99.05,-8
31.24,-94.75,-1.025
34.18,-91.93,-1.4
39.94,-91.2,-7.35
33.22,-92.81,4.916666667
38.87,-98.81,-11.675
48.21,-106.62,-4.5
41.16,-73.13,-5.791666667
44.21,-72.57,-2
44.93,-74.85,-0.925
40.78,-73.97,-8.45
42.27,-71.87,-2.35
40.64,-73.76,-6.3
43.99,-76.03,2
42.19,-89.09,-4.05
40.48,-80.21,-4.825
42.4,-90.71,-2
42.55,-92.4,-3.25
42.88,-97.36,-4.8
40.08,-95.59,-5.875
46.9,-95.07,-1.275
64.86,-147.85,-5.7
64.79,-141.2,-6.357142857
61.57,-149.25,-5.958333333
63.72,-148.97,-4.7
64.86,-147.86,-4.325
58.35,-134.56,-12.925
57.05,-135.37,-16.6
59.51,-139.67,-15.675
57.75,-152.49,-18.65
58.68,-156.63,-13.85714286
59.75,-154.91,-15.175
59.64,-151.49,-20.6
55.22,-162.73,-19.56944444
57.16,-170.22,-22.375
60.49,-145.44,-13.275
64.8,-147.88,-6.4
62.96,-141.94,-8.569444444
63.99,-145.72,-5.6
62.16,-145.46,-6.842857143
60.13,-149.42,-8.825
62.96,-155.61,-7.785714286
60.58,-151.24,-12.4
62.32,-150.1,-8.95
65.17,-152.11,-4.125
66.92,-151.52,-6.875
60.79,-161.83,-11.35
66.89,-162.61,-14.12857143
64.51,-165.44,-12.2
